alpha_beta,track,split,metric,value
"a=8,b=32",Dermal-Fibroblasts,CST,Spearman,0.4417626950561059
"a=8,b=32",Dermal-Fibroblasts,CST,AUC,0.8571121307714368
"a=8,b=32",Dermal-Fibroblasts,CST,Accuracy,0.2742857142857143
"a=8,b=32",Dermal-Fibroblasts,CST,MAE,0.4165641128910439
"a=8,b=32",Epidermal-Keratinocytes,CST,Pearson,0.2421209062477428
"a=8,b=32",Epidermal-Keratinocytes,CST,Spearman,0.2144300417270174
"a=8,b=32",Epidermal-Keratinocytes,CST,AUC,0.7199954710144928
"a=8,b=32",Epidermal-Keratinocytes,CST,Accuracy,0.4099722991689751
"a=8,b=32",Epidermal-Keratinocytes,CST,MAE,0.3833231067186908
"a=8,b=32",Fallopian-Epithelial,CST,Pearson,0.3104801149386425
"a=8,b=32",Fallopian-Epithelial,CST,Spearman,0.3335947039497278
"a=8,b=32",Fallopian-Epithelial,CST,AUC,0.718456572769953
"a=8,b=32",Fallopian-Epithelial,CST,Accuracy,0.4592
"a=8,b=32",Fallopian-Epithelial,CST,MAE,0.4235156361728907
"a=8,b=32",Gallbladder-Epithelial,CST,Pearson,0.291196989163957
"a=8,b=32",Gallbladder-Epithelial,CST,Spearman,0.2337360778864462
"a=8,b=32",Gallbladder-Epithelial,CST,AUC,0.8076305311736495
"a=8,b=32",Gallbladder-Epithelial,CST,Accuracy,0.4236983842010772
"a=8,b=32",Gallbladder-Epithelial,CST,MAE,0.4682880278034687
"a=8,b=32",Gastric-fundus-Epithelial,CST,Pearson,0.3498462297588799
"a=8,b=32",Gastric-fundus-Epithelial,CST,Spearman,0.3232563357445363
"a=8,b=32",Gastric-fundus-Epithelial,CST,AUC,0.7475737215378873
"a=8,b=32",Gastric-fundus-Epithelial,CST,Accuracy,0.6086474501108647
"a=8,b=32",Gastric-fundus-Epithelial,CST,MAE,0.2991298471211958
"a=8,b=32",Heart-Cardiomyocyte,CST,Pearson,0.2314073417304415
"a=8,b=32",Heart-Cardiomyocyte,CST,Spearman,0.2014576630915732
"a=8,b=32",Heart-Cardiomyocyte,CST,AUC,0.6704119466998428
"a=8,b=32",Heart-Cardiomyocyte,CST,Accuracy,0.3452380952380952
"a=8,b=32",Heart-Cardiomyocyte,CST,MAE,0.4327762647674828
"a=8,b=32",Heart-Fibroblasts,CST,Pearson,0.2922607749898181
"a=8,b=32",Heart-Fibroblasts,CST,Spearman,0.2675396530694634
"a=8,b=32",Heart-Fibroblasts,CST,AUC,0.7272529987373737
"a=8,b=32",Heart-Fibroblasts,CST,Accuracy,0.5145310435931307
"a=8,b=32",Heart-Fibroblasts,CST,MAE,0.3055511829215674
"a=8,b=32",Kidney-Tubular-Endothel,CST,Pearson,0.4841612746693805
"a=8,b=32",Kidney-Tubular-Endothel,CST,Spearman,0.3869621548135885
"a=8,b=32",Kidney-Tubular-Endothel,CST,AUC,0.969067405355494
"a=8,b=32",Kidney-Tubular-Endothel,CST,Accuracy,0.9917582417582418
"a=8,b=32",Kidney-Tubular-Endothel,CST,MAE,0.07744053558825137
"a=8,b=32",Liver-Hepatocytes,CST,Pearson,0.2776507616699115
"a=8,b=32",Liver-Hepatocytes,CST,Spearman,0.3710203552171112
"a=8,b=32",Liver-Hepatocytes,CST,AUC,0.6603381802159066
"a=8,b=32",Liver-Hepatocytes,CST,Accuracy,0.4173387096774194
"a=8,b=32",Liver-Hepatocytes,CST,MAE,0.4470517340871025
"a=8,b=32",Lung-Alveolar-Epithelial,CST,Pearson,0.4372276609530149
"a=8,b=32",Lung-Alveolar-Epithelial,CST,Spearman,0.4847831596769666
"a=8,b=32",Lung-Alveolar-Epithelial,CST,AUC,0.8251524003048006
"a=8,b=32",Lung-Alveolar-Epithelial,CST,Accuracy,0.509009009009009
"a=8,b=32",Lung-Alveolar-Epithelial,CST,MAE,0.3385655658400699
"a=8,b=32",Lung-Bronchus-Epithelial,CST,Pearson,0.2610674064825634
"a=8,b=32",Lung-Bronchus-Epithelial,CST,Spearman,0.2427322526331738
"a=8,b=32",Lung-Bronchus-Epithelial,CST,AUC,0.6847830831005587
"a=8,b=32",Lung-Bronchus-Epithelial,CST,Accuracy,0.4176372712146423
"a=8,b=32",Lung-Bronchus-Epithelial,CST,MAE,0.3772576714458313
"a=8,b=32",Oligodendrocytes,CST,Pearson,0.2667221394243572
"a=8,b=32",Oligodendrocytes,CST,Spearman,0.2900482397337211
"a=8,b=32",Oligodendrocytes,CST,AUC,0.7054553633501002
"a=8,b=32",Oligodendrocytes,CST,Accuracy,0.5523255813953488
"a=8,b=32",Oligodendrocytes,CST,MAE,0.3332061839918065
"a=8,b=32",Ovary-Epithelial,CST,Pearson,0.4773831750879643
"a=8,b=32",Ovary-Epithelial,CST,Spearman,0.4751280561161845
"a=8,b=32",Ovary-Epithelial,CST,AUC,0.7678492299216748
"a=8,b=32",Ovary-Epithelial,CST,Accuracy,0.5343796711509716
"a=8,b=32",Ovary-Epithelial,CST,MAE,0.3267017259180368
"a=8,b=32",Pancreas-Acinar,CST,Pearson,0.3261100863983271
"a=8,b=32",Pancreas-Acinar,CST,Spearman,0.4195293675917374
"a=8,b=32",Pancreas-Acinar,CST,AUC,0.7860786682776212
"a=8,b=32",Pancreas-Acinar,CST,Accuracy,0.06228668941979522
"a=8,b=32",Pancreas-Acinar,CST,MAE,0.6739306922369468
"a=8,b=32",Pancreas-Alpha,CST,Pearson,0.3663073199788197
"a=8,b=32",Pancreas-Alpha,CST,Spearman,0.402146805271325
"a=8,b=32",Pancreas-Alpha,CST,AUC,0.783113302521393
"a=8,b=32",Pancreas-Alpha,CST,Accuracy,0.4538327526132404
"a=8,b=32",Pancreas-Alpha,CST,MAE,0.4299767102140816
"a=8,b=32",Pancreas-Beta,CST,Pearson,0.3380804466683235
"a=8,b=32",Pancreas-Beta,CST,Spearman,0.3168366881093868
"a=8,b=32",Pancreas-Beta,CST,AUC,0.7959646497708781
"a=8,b=32",Pancreas-Beta,CST,Accuracy,0.5948529411764706
"a=8,b=32",Pancreas-Beta,CST,MAE,0.3696677814539084
"a=8,b=32",Pancreas-Delta,CST,Pearson,0.4562027914517957
"a=8,b=32",Pancreas-Delta,CST,Spearman,0.4142620048542422
"a=8,b=32",Pancreas-Delta,CST,AUC,0.8282752634651427
"a=8,b=32",Pancreas-Delta,CST,Accuracy,0.571656050955414
"a=8,b=32",Pancreas-Delta,CST,MAE,0.340016077272594
"a=8,b=32",Pancreas-Duct,CST,Pearson,0.3041563513523712
"a=8,b=32",Pancreas-Duct,CST,Spearman,0.3796770097908713
"a=8,b=32",Pancreas-Duct,CST,AUC,0.80901369168357
"a=8,b=32",Pancreas-Duct,CST,Accuracy,0.152054794520548
"a=8,b=32",Pancreas-Duct,CST,MAE,0.6157795712913144
"a=8,b=32",Prostate-Epithelial,CST,Pearson,0.4579767782611165
"a=8,b=32",Prostate-Epithelial,CST,Spearman,0.4748531034013144
"a=8,b=32",Prostate-Epithelial,CST,AUC,0.8042275343072156
"a=8,b=32",Prostate-Epithelial,CST,Accuracy,0.3992805755395684
"a=8,b=32",Prostate-Epithelial,CST,MAE,0.3390735226395212
"a=8,b=32",Skeletal-Muscle,CST,Pearson,0.1831862335833879
"a=8,b=32",Skeletal-Muscle,CST,Spearman,0.2453227811906618
"a=8,b=32",Skeletal-Muscle,CST,AUC,0.6199883900928792
"a=8,b=32",Skeletal-Muscle,CST,Accuracy,0.1895043731778426
"a=8,b=32",Skeletal-Muscle,CST,MAE,0.3295317444048887
"a=8,b=32",Small-int-Epithelial,CST,Pearson,0.3321148341036977
"a=8,b=32",Small-int-Epithelial,CST,Spearman,0.3282896656072549
"a=8,b=32",Small-int-Epithelial,CST,AUC,0.6958582375478927
"a=8,b=32",Small-int-Epithelial,CST,Accuracy,0.694306049822064
"a=8,b=32",Small-int-Epithelial,CST,MAE,0.2770642048506948
"a=8,b=32",Thyroid-Epithelial,CST,Pearson,0.2703019028085981
"a=8,b=32",Thyroid-Epithelial,CST,Spearman,0.2402760094367916
"a=8,b=32",Thyroid-Epithelial,CST,AUC,0.7546402055968018
"a=8,b=32",Thyroid-Epithelial,CST,Accuracy,0.4568764568764569
"a=8,b=32",Thyroid-Epithelial,CST,MAE,0.451050202907139
"a=32,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Pearson,0.8190018496184174
"a=32,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Spearman,0.6991218354427012
"a=32,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,AUC,0.9089774646294464
"a=32,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,Accuracy,0.9092960221879449
"a=32,b=32",GSM5652176_Adipocytes-Z000000T7,VALID,MAE,0.1074322417899218
"a=32,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Pearson,0.7860898642594043
"a=32,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Spearman,0.6964029899588352
"a=32,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,AUC,0.8964360383614063
"a=32,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,Accuracy,0.8854230526029416
"a=32,b=32",GSM5652179_Aorta-Endothel-Z00000422,VALID,MAE,0.1237746982059151
"a=32,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Pearson,0.8032556460718987
"a=32,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Spearman,0.6322622167872239
"a=32,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,AUC,0.909121746863977
"a=32,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,Accuracy,0.9197622888657037
"a=32,b=32",GSM5652189_Kidney-Tubular-Endothel-Z0000042R,VALID,MAE,0.1101564996946234
"a=32,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Pearson,0.8193244505755317
"a=32,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Spearman,0.7332509759957718
"a=32,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,AUC,0.9063026393125625
"a=32,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,Accuracy,0.9106283322979963
"a=32,b=32",GSM5652198_Colon-Fibroblasts-Z0000042A,VALID,MAE,0.1030661694336051
"a=32,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Pearson,0.7218296236361809
"a=32,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Spearman,0.6844522191034714
"a=32,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,AUC,0.8556085387694041
"a=32,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,Accuracy,0.7875081232334527
"a=32,b=32",GSM5652200_Heart-Fibroblasts-Z0000043R,VALID,MAE,0.169155070125235
"a=32,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Pearson,0.7863353165156586
"a=32,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Spearman,0.6982009303810064
"a=32,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,AUC,0.8936685547419457
"a=32,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,Accuracy,0.8871869483375399
"a=32,b=32",GSM5652204_Dermal-Fibroblasts-Z00000423,VALID,MAE,0.1218010965411163
"a=32,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Pearson,0.803349159584731
"a=32,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Spearman,0.6896252848115596
"a=32,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,AUC,0.8956769715727829
"a=32,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,Accuracy,0.9026067151579474
"a=32,b=32",GSM5652205_Skeletal-Muscle-Z00000427,VALID,MAE,0.1116305147658811
"a=32,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Pearson,0.7621083164058013
"a=32,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Spearman,0.7221113763226302
"a=32,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,AUC,0.8753269480750717
"a=32,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,Accuracy,0.821007131107449
"a=32,b=32",GSM5652207_Aorta-Smooth-Muscle-Z0000041U,VALID,MAE,0.1398764239653822
"a=32,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Pearson,0.716886254518518
"a=32,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Spearman,0.5230812344751319
"a=32,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,AUC,0.8661687331968659
"a=32,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,Accuracy,0.8890231023401488
"a=32,b=32",GSM5652215_Heart-Cardiomyocyte-Z0000044P,VALID,MAE,0.1585844210352657
"a=32,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Pearson,0.7692979765704031
"a=32,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Spearman,0.7154122709614849
"a=32,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,AUC,0.8826368568847812
"a=32,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,Accuracy,0.8374359297226831
"a=32,b=32",GSM5652218_Bone-Osteoblasts-Z0000042Z,VALID,MAE,0.1419952808667944
"a=32,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Pearson,0.8069015315609458
"a=32,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Spearman,0.6000613219369831
"a=32,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,AUC,0.9118928301734398
"a=32,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,Accuracy,0.9248102143771958
"a=32,b=32",GSM5652219_Oligodendrocytes-Z000000TK,VALID,MAE,0.1030715634215214
"a=32,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Pearson,0.8292842920514822
"a=32,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Spearman,0.6253100087564781
"a=32,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,AUC,0.9172335026169494
"a=32,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,Accuracy,0.9420469369394174
"a=32,b=32",GSM5652223_Cortex-Neuron-Z000000TF,VALID,MAE,0.0928068706951326
"a=32,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Pearson,0.7965891920244765
"a=32,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Spearman,0.6535787162782493
"a=32,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,AUC,0.9028029699054899
"a=32,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,Accuracy,0.9122147336550345
"a=32,b=32",GSM5652233_Liver-Hepatocytes-Z000000R3,VALID,MAE,0.1129733451597116
"a=32,b=32",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Pearson,0.793384289501612
"a=32,b=32",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Spearman,0.6004457285904566
"a=32,b=32",GSM5652239_Pancreas-Duct-Z0000043T,VALID,AUC,0.9072533439912102
"a=32,b=32",GSM5652239_Pancreas-Duct-Z0000043T,VALID,Accuracy,0.921119753055333
"a=32,b=32",GSM5652239_Pancreas-Duct-Z0000043T,VALID,MAE,0.1090936365063574
"a=32,b=32",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Pearson,0.7599365855479435
"a=32,b=32",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Spearman,0.7033762294641667
"a=32,b=32",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,AUC,0.8842498289182817
"a=32,b=32",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,Accuracy,0.8530829028159599
"a=32,b=32",GSM5652243_Pancreas-Acinar-Z000000QX,VALID,MAE,0.1438708867515278
"a=32,b=32",GSM5652247_Pancreas-Delta-Z00000451,VALID,Pearson,0.7895953109690051
"a=32,b=32",GSM5652247_Pancreas-Delta-Z00000451,VALID,Spearman,0.6264488510648333
"a=32,b=32",GSM5652247_Pancreas-Delta-Z00000451,VALID,AUC,0.905071587184749
"a=32,b=32",GSM5652247_Pancreas-Delta-Z00000451,VALID,Accuracy,0.9175592373840202
"a=32,b=32",GSM5652247_Pancreas-Delta-Z00000451,VALID,MAE,0.1170283124320407
"a=32,b=32",GSM5652250_Pancreas-Beta-Z00000452,VALID,Pearson,0.7894273960782724
"a=32,b=32",GSM5652250_Pancreas-Beta-Z00000452,VALID,Spearman,0.6145277532741892
"a=32,b=32",GSM5652250_Pancreas-Beta-Z00000452,VALID,AUC,0.9027017385426135
"a=32,b=32",GSM5652250_Pancreas-Beta-Z00000452,VALID,Accuracy,0.9223507813356971
"a=32,b=32",GSM5652250_Pancreas-Beta-Z00000452,VALID,MAE,0.1117736583928704
"a=32,b=32",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Pearson,0.7902885147510286
"a=32,b=32",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Spearman,0.6457405465199374
"a=32,b=32",GSM5652253_Pancreas-Alpha-Z00000453,VALID,AUC,0.9018201786914622
"a=32,b=32",GSM5652253_Pancreas-Alpha-Z00000453,VALID,Accuracy,0.9171373990996872
"a=32,b=32",GSM5652253_Pancreas-Alpha-Z00000453,VALID,MAE,0.1134059971406923
"a=32,b=32",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Pearson,0.8017535320086899
"a=32,b=32",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Spearman,0.6015183077771882
"a=32,b=32",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,AUC,0.9076140713595603
"a=32,b=32",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,Accuracy,0.925445021990019
"a=32,b=32",GSM5652264_Thyroid-Epithelial-Z0000042S,VALID,MAE,0.105083632625432
"a=32,b=32",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Pearson,0.7970188531911758
"a=32,b=32",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Spearman,0.6305767912773593
"a=32,b=32",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,AUC,0.909819528540001
"a=32,b=32",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,Accuracy,0.9111701139677669
"a=32,b=32",GSM5652267_Fallopian-Epithelial-Z000000Q7,VALID,MAE,0.1142531957021703
"a=32,b=32",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Pearson,0.7407848014075556
"a=32,b=32",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Spearman,0.599936883927308
"a=32,b=32",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,AUC,0.8813826551324067
"a=32,b=32",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,Accuracy,0.8704652182312642
"a=32,b=32",GSM5652270_Ovary-Epithelial-Z000000QT,VALID,MAE,0.1497928036318103
"a=32,b=32",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Pearson,0.7902186970865509
"a=32,b=32",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Spearman,0.732473602343342
"a=32,b=32",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,AUC,0.8825361520833135
"a=32,b=32",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,Accuracy,0.8301355389974768
"a=32,b=32",GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF,VALID,MAE,0.1036882930384172
"a=32,b=32",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Pearson,0.8095540416486963
"a=32,b=32",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Spearman,0.6973155727188849
"a=32,b=32",GSM5652277_Blood-T-CD3-Z000000TV,VALID,AUC,0.9066158920733968
"a=32,b=32",GSM5652277_Blood-T-CD3-Z000000TV,VALID,Accuracy,0.920559365693381
"a=32,b=32",GSM5652277_Blood-T-CD3-Z000000TV,VALID,MAE,0.102502869151985
"a=32,b=32",GSM5652299_Blood-NK-Z000000TM,VALID,Pearson,0.8119070473704718
"a=32,b=32",GSM5652299_Blood-NK-Z000000TM,VALID,Spearman,0.6131449798546048
"a=32,b=32",GSM5652299_Blood-NK-Z000000TM,VALID,AUC,0.9078531798295714
"a=32,b=32",GSM5652299_Blood-NK-Z000000TM,VALID,Accuracy,0.9372986335365145
"a=32,b=32",GSM5652299_Blood-NK-Z000000TM,VALID,MAE,0.09451599526907319
"a=32,b=32",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Pearson,0.8060768658104088
"a=32,b=32",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Spearman,0.591366093619377
"a=32,b=32",GSM5652302_Blood-Monocytes-Z000000TP,VALID,AUC,0.9127942663035932
"a=32,b=32",GSM5652302_Blood-Monocytes-Z000000TP,VALID,Accuracy,0.9338267298724391
"a=32,b=32",GSM5652302_Blood-Monocytes-Z000000TP,VALID,MAE,0.1026658975697338
"a=32,b=32",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Pearson,0.8079345477976141
"a=32,b=32",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Spearman,0.6177938041115802
"a=32,b=32",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,AUC,0.912346877219221
"a=32,b=32",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,Accuracy,0.9322093496687271
"a=32,b=32",GSM5652313_Blood-Granulocytes-Z000000TZ,VALID,MAE,0.09985079481599711
"a=32,b=32",GSM5652317_Blood-B-Z000000UB,VALID,Pearson,0.799571803750634
"a=32,b=32",GSM5652317_Blood-B-Z000000UB,VALID,Spearman,0.6700682492837546
"a=32,b=32",GSM5652317_Blood-B-Z000000UB,VALID,AUC,0.9026809182052653
"a=32,b=32",GSM5652317_Blood-B-Z000000UB,VALID,Accuracy,0.9244869409551416
"a=32,b=32",GSM5652317_Blood-B-Z000000UB,VALID,MAE,0.1061813269814878
"a=32,b=32",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Pearson,0.7965332307108686
"a=32,b=32",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Spearman,0.6968246914950825
"a=32,b=32",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,AUC,0.9044696590131736
"a=32,b=32",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,Accuracy,0.9037149079989436
"a=32,b=32",GSM5652321_Epidermal-Keratinocytes-Z00000424,VALID,MAE,0.1133414967619866
"a=32,b=32",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Pearson,0.7897093759912139
"a=32,b=32",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Spearman,0.717629823979129
"a=32,b=32",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,AUC,0.9003894077269277
"a=32,b=32",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,Accuracy,0.8777075775455846
"a=32,b=32",GSM5652322_Tonsil-Palatine-Epithelial-Z000000QF,VALID,MAE,0.127383050585834
"a=32,b=32",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Pearson,0.8031694464049461
"a=32,b=32",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Spearman,0.6661201679927742
"a=32,b=32",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,AUC,0.9101485929090618
"a=32,b=32",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,Accuracy,0.9081993429735744
"a=32,b=32",GSM5652335_Lung-Bronchus-Epithelial-Z000000QD,VALID,MAE,0.1129229147056795
"a=32,b=32",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Pearson,0.8084720072380824
"a=32,b=32",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Spearman,0.6860756010200493
"a=32,b=32",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,AUC,0.9136898226003877
"a=32,b=32",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,Accuracy,0.9115088103688844
"a=32,b=32",GSM5652338_Prostate-Epithelial-Z000000RV,VALID,MAE,0.1089259559730401
"a=32,b=32",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Pearson,0.7848951483521145
"a=32,b=32",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Spearman,0.6799004965638329
"a=32,b=32",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,AUC,0.9034848094746525
"a=32,b=32",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,Accuracy,0.889640571467904
"a=32,b=32",GSM5652342_Bladder-Epithelial-Z000000QM,VALID,MAE,0.1265997268423361
"a=32,b=32",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Pearson,0.8058212285313748
"a=32,b=32",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Spearman,0.6304987074920986
"a=32,b=32",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,AUC,0.9139950224552248
"a=32,b=32",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,Accuracy,0.917551334656699
"a=32,b=32",GSM5652347_Breast-Luminal-Epithelial-Z000000V2,VALID,MAE,0.1081583227371072
"a=32,b=32",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Pearson,0.7933936540320781
"a=32,b=32",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Spearman,0.6048332865308801
"a=32,b=32",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,AUC,0.9098421083800332
"a=32,b=32",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,Accuracy,0.920350633742796
"a=32,b=32",GSM5652350_Breast-Basal-Epithelial-Z000000V6,VALID,MAE,0.111248771232242
"a=32,b=32",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Pearson,0.8146260545458224
"a=32,b=32",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Spearman,0.7100712915058476
"a=32,b=32",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,AUC,0.9133905917967562
"a=32,b=32",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,Accuracy,0.911082354193557
"a=32,b=32",GSM5652354_Lung-Alveolar-Epithelial-Z000000T1,VALID,MAE,0.1071797805413618
"a=32,b=32",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Pearson,0.7976150930312307
"a=32,b=32",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Spearman,0.6201563948084156
"a=32,b=32",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,AUC,0.9103037975027584
"a=32,b=32",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,Accuracy,0.9131033051880448
"a=32,b=32",GSM5652358_Gallbladder-Epithelial-Z00000432,VALID,MAE,0.1150136765440743
"a=32,b=32",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Pearson,0.7966166373045698
"a=32,b=32",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Spearman,0.7101511708226005
"a=32,b=32",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,AUC,0.9053646625447632
"a=32,b=32",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,Accuracy,0.8961263788509224
"a=32,b=32",GSM5652359_Gastric-fundus-Epithelial-Z000000RX,VALID,MAE,0.1188357608138268
"a=32,b=32",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Pearson,0.7913085895340091
"a=32,b=32",GSM5652370_Colon-Right-Epithelial-Z000000V0,VALID,Spearman,0.6585943121870872
