chr,model,cell,corr,mse,count
chr16,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8411938509,0.03377824412,2178720
chr17,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8574495158,0.03253608173,2354098
chr18,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8144892197,0.03487829651,1391090
chr19,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8737894013,0.03117645974,2104370
chr2,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8193288057,0.03562987818,4322160
chr20,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8410751244,0.03289526177,1490428
chr21,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.813114173,0.03568168227,775468
chr22,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8395506618,0.03476079487,1180554
chr3,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8188710873,0.03501549211,3272370
chr4,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8137929254,0.03512749385,2939260
chr5,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8192864844,0.03514856951,2988022
chr6,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8304839362,0.03403831095,2965546
chr7,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.8175101334,0.03689969786,3123204
chr8,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.7485721364,0.04684106647,2589508
chr9,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.7564317822,0.04825193633,2404972
chrX,Melody-MT,GSM5652243_Pancreas-Acinar-Z000000QX.hg38,0.7950407046,0.04323515793,2293398
chr1,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8525538488,0.0281865366,4547728
chr10,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.7770209634,0.03708789422,2697452
chr11,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8431670728,0.02977590253,2590440
chr12,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8414990448,0.0281758135,2574284
chr13,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8122331989,0.02922231301,1607446
chr14,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8501548901,0.02741780964,1706686
chr15,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8461391277,0.0281909058,1704104
chr16,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8528357589,0.02780017008,2161628
chr17,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.872707366,0.02748216899,2336770
chr18,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8049795175,0.03059753632,1375780
chr19,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8903443526,0.02513330052,2093578
chr2,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8356838866,0.02754347017,4304710
chr20,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8466688134,0.02915077339,1478510
chr21,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.82515812,0.02940480332,766388
chr22,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.850920003,0.02923975486,1170258
chr3,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8306324684,0.02771976504,3260498
chr4,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8137290304,0.02855396623,2928030
chr5,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8340378567,0.02785606222,2978008
chr6,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.840938113,0.02805195144,2959188
chr7,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.8348477341,0.02826552549,3108382
chr8,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.7663139886,0.03627294732,2576826
chr9,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.7812244344,0.03818278847,2379162
chrX,Melody-MT,GSM5652247_Pancreas-Delta-Z00000451.hg38,0.7512973327,0.02536905968,2293452
chr1,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8516915949,0.02809767199,4548350
chr10,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.7766027976,0.03678737356,2698456
chr11,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.844019725,0.02910305592,2591902
chr12,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8414796311,0.02777977052,2575008
chr13,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8104485464,0.02900230811,1607708
chr14,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8504745864,0.02687793709,1706636
chr15,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.845443144,0.02813408981,1703654
chr16,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8551009598,0.0271008359,2161124
chr17,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8725353231,0.02729911804,2335712
chr18,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8068541951,0.02961849785,1375426
chr19,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8945244901,0.02415109404,2094190
chr2,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8344113089,0.02739799203,4306108
chr20,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.844639125,0.02897518088,1478528
chr21,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.823086628,0.02932879324,766154
chr22,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.849253704,0.02928429193,1170370
chr3,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8289302502,0.02761352645,3261230
chr4,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8132225108,0.02831927758,2928364
chr5,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8332761157,0.02743473884,2978358
chr6,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8411223493,0.02766007317,2959614
chr7,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.8350583761,0.02794079037,3107988
chr8,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.7669217978,0.03574959057,2577036
chr9,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.7791872432,0.03810838811,2379752
chrX,Melody-MT,GSM5652250_Pancreas-Beta-Z00000452.hg38,0.7651164764,0.02300286891,2293712
chr1,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8551720477,0.02716504737,4556958
chr10,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.7767624988,0.03606593203,2702172
chr11,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8481263952,0.02803267786,2595980
chr12,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8441269308,0.02713711012,2578632
chr13,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8106871666,0.02895426892,1608970
chr14,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8538512968,0.02615112575,1708644
chr15,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8478986564,0.02713138623,1708252
chr16,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8572593064,0.02641898605,2166678
chr17,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8762015761,0.02640409325,2341130
chr18,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.804836782,0.02921342702,1378830
chr19,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8957911503,0.02387338828,2097754
chr2,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8359428687,0.02704859514,4312226
chr20,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8475148033,0.02854205553,1480494
chr21,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.822272917,0.02850495929,769492
chr22,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8546605105,0.02807379181,1173414
chr3,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8326913213,0.02694872202,3264128
chr4,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8148700809,0.02796555992,2931856
chr5,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8347020756,0.02720963286,2981748
chr6,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8433968093,0.02714276715,2962194
chr7,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.8367444937,0.02753167283,3113860
chr8,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.7674538922,0.03565882992,2581262
chr9,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.7798433097,0.03791296226,2387042
chrX,Melody-MT,GSM5652253_Pancreas-Alpha-Z00000453.hg38,0.7749308654,0.0217685487,2297920
chr1,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8630142493,0.02677714109,4541672
chr10,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.7896531942,0.03585064231,2700316
chr11,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8545208055,0.02804392059,2592394
chr12,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8539068455,0.02638163877,2573676
chr13,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8226688146,0.0270783265,1608090
chr14,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8579124924,0.02669219137,1710318
chr15,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8539913631,0.02771295103,1704504
chr16,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8604350629999999,0.02724367262,2165570
chr17,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8803794166,0.02675698946,2342848
chr18,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8192619317,0.02821930882,1379082
chr19,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8978499646,0.02475091242,2095662
chr2,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8430780336,0.02665530703,4308684
chr20,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8552624558,0.028006817,1477280
chr21,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8304723459,0.02863721754,767424
chr22,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8568344899,0.02853273883,1177064
chr3,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8375454277,0.02665431317,3262616
chr4,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8240568071,0.02700875213,2931678
chr5,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8427554848,0.02640098999,2980646
chr6,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8498601236,0.02654073825,2959596
chr7,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.8456223367,0.02655740037,3113826
chr8,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.7804102058,0.03488375047,2577186
chr9,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.7933652288,0.03722585959,2382880
chrX,Melody-MT,GSM5652264_Thyroid-Epithelial-Z0000042S.hg38,0.7697852482,0.02177442363,2294610
chr1,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8740970373,0.02662589166,4561832
chr10,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.788564827,0.03886494262,2702694
chr11,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8651687371,0.02838367271,2591906
chr12,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8643805546,0.02669677011,2570246
chr13,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8333233325,0.02796682572,1609336
chr14,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8680164936,0.02670465468,1710338
chr15,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8688321721,0.02661609564,1711068
chr16,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8728288796,0.02621884878,2168630
chr17,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8939861381,0.02520192572,2346840
chr18,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8317290653,0.02916989634,1386836
chr19,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.9095380107,0.02307111128,2096898
chr2,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8542921846,0.0269117546,4313956
chr20,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8697499231,0.02771542936,1482040
chr21,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8457677402,0.02929554666,772696
chr22,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8798954483,0.02599648517,1175670
chr3,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8502382098,0.02699523838,3266690
chr4,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8315895404,0.02873292641,2934762
chr5,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8502224401,0.02714162308,2983818
chr6,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8621134957,0.02652297402,2963468
chr7,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.8598139553,0.02601098499,3116580
chr8,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.78033838,0.03795225137,2582250
chr9,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.7943717281,0.03982546319,2390628
chrX,Melody-MT,GSM5652267_Fallopian-Epithelial-Z000000Q7.hg38,0.7812135734,0.02266012416,2298540
chr1,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8418939844,0.03525167521,4536008
chr10,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7316685296,0.05204796623,2691640
chr11,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8310441563,0.03821887048,2580372
chr12,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8248217232,0.0369276845,2568720
chr13,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7854363884,0.03981047664,1604660
chr14,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8295775574,0.03670871894,1703512
chr15,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8401047721,0.03427689267,1697050
chr16,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8393752806,0.03556745885,2154920
chr17,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8716041573,0.03178136124,2324028
chr18,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7875014526,0.04017321915,1376176
chr19,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8800260611,0.03146499092,2083902
chr2,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8150944066,0.03635757823,4293752
chr20,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8351168935,0.03693149473,1477552
chr21,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8125629345,0.03924349173,764162
chr22,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8553265537,0.03371655767,1166742
chr3,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8129179614,0.03631803367,3257768
chr4,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7812281328,0.04123217857,2923528
chr5,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8013620455,0.03875927644,2967782
chr6,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8265310101,0.03538269399,2954510
chr7,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.8231135999,0.03526209743,3099264
chr8,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7063249651,0.05478298727,2570700
chr9,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7431540449,0.05263326893,2366580
chrX,Melody-MT,GSM5652270_Ovary-Epithelial-Z000000QT.hg38,0.7134212652,0.03716885866,2288202
chr1,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8523020467,0.02036728374,4560452
chr10,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.7792883516,0.02527255834,2706970
chr11,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8464355108,0.02002224031,2598218
chr12,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8463585586,0.01992676661,2574848
chr13,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8288237234,0.01847368325,1609870
chr14,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8528939159,0.01928774501,1713276
chr15,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8452942937,0.02084106227,1713832
chr16,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8594848351,0.01980010589,2175574
chr17,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8704140255,0.02076987889,2351420
chr18,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8172130723,0.01998101139,1374206
chr19,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8862338043,0.0202930317,2101696
chr2,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8394008302,0.01899249494,4317226
chr20,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8563288801,0.0189201121,1488364
chr21,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8276744218,0.02158991741,775558
chr22,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8513072547,0.02206520288,1179216
chr3,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8364422001,0.0189011174,3273120
chr4,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8240925554,0.01830585542,2938540
chr5,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8375351354,0.01864449572,2984690
chr6,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8414338491,0.01917729512,2968472
chr7,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.8397244347,0.01948913053,3123584
chr8,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.769364784,0.02486064003,2583594
chr9,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.7743818759,0.02797269605,2396514
chrX,Melody-MT,GSM5652274_Bone_marrow-Erythrocyte_progenitors-Z000000RF.hg38,0.789950368,0.02475008704,2292640
chr1,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8708765724,0.02254691406,4554274
chr10,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.7966168643,0.03065036115,2705064
chr11,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.862681803,0.02334690713,2592166
chr12,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.86145655,0.02279328745,2573768
chr13,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8366661462,0.02299334911,1608272
chr14,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8581850208,0.023862448,1710298
chr15,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8636740377,0.02289149208,1712184
chr16,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8735021587,0.02209310201,2169260
chr17,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8853943025,0.02289814656,2343714
chr18,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8342218727,0.02322804754,1385590
chr19,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.9040478431,0.02136327768,2096192
chr2,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8534269665,0.02235818375,4309884
chr20,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8683863353,0.02249450333,1482158
chr21,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8382685444,0.024862655,769412
chr22,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8667205158,0.02332717449,1175828
chr3,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.850461865,0.02221195552,3271982
chr4,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.836886451,0.02283854187,2936206
chr5,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8496846293,0.02268369004,2981596
chr6,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8602573228,0.02240544087,2966292
chr7,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8569417931,0.02182501346,3118998
chr8,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.79085866,0.03012772482,2580232
chr9,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.7965644213,0.03213606431,2383830
chrX,Melody-MT,GSM5652277_Blood-T-CD3-Z000000TV.hg38,0.8096479517,0.01912706133,2298390
chr1,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8781918606,0.02196925092,4555046
chr10,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.798681653,0.03090955876,2704646
chr11,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8687564578,0.02296539478,2592096
chr12,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8666588164,0.02222418855,2573060
chr13,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8330809564,0.02277170215,1608406
chr14,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8690816531,0.0224447166,1711328
chr15,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8699964761,0.02283326843,1712122
chr16,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8771349223,0.02202160296,2169508
chr17,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8931595809,0.02259151044,2345156
chr18,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8338409695,0.02319481088,1384586
chr19,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.9100480851,0.02128889879,2096688
chr2,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8592432713,0.02173922689,4310286
chr20,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.875461816,0.02235747029,1482540
chr21,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8439684759,0.02436079797,769988
chr22,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8751549628,0.02311634664,1176356
chr3,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8542414718,0.02137611762,3271996
chr4,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8350983771,0.02225063908,2936394
chr5,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8548768385,0.02190385925,2981128
chr6,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8661632008,0.02170580276,2966314
chr7,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8601252274,0.02168856045,3119232
chr8,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.7901250613,0.02996657142,2580500
chr9,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.8018511996,0.03220072442,2384104
chrX,Melody-MT,GSM5652299_Blood-NK-Z000000TM.hg38,0.7829565211,0.01929432815,2298132
chr1,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8737182862,0.02473108323,4540296
chr10,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.7922770668,0.03454209663,2697222
chr11,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8622408342,0.02583861619,2584336
chr12,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8614652541,0.02508735818,2566438
chr13,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8244327977,0.02542364565,1605798
chr14,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8629338032,0.02501155421,1707716
chr15,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8643279406,0.02557078922,1704400
chr16,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8709256544,0.02486403219,2160118
chr17,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8896164975,0.02524436114,2335038
chr18,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8281626203,0.02581563801,1377736
chr19,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.903965017,0.02393252993,2089630
chr2,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8525612467,0.02452573835,4299096
chr20,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8696033427,0.02547016651,1478392
chr21,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8399103337,0.02725231082,765690
chr22,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8717599747,0.02575846941,1171500
chr3,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8476359452,0.02421586643,3265190
chr4,Melody-MT,GSM5652302_Blood-Monocytes-Z000000TP.hg38,0.8269676869,0.02503916767,2930442
